age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
59,technician,single,secondary,yes,2766,yes,no,unknown,12,may,1630,0,0,0,unknown,no
43,management,married,secondary,no,6030,yes,no,unknown,16,jun,1630,2,-1,0,unknown,no
65,management,divorced,secondary,no,-612,yes,no,unknown,23,may,333,0,0,0,unknown,no
31,blue-collar,divorced,secondary,no,852,yes,no,unknown,6,may,848,13,-1,0,unknown,no
65,blue-collar,married,secondary,no,6030,yes,no,unknown,18,may,653,0,0,0,unknown,no
36,technician,divorced,tertiary,yes,-612,yes,no,unknown,-1,may,-53,0,-1,0,unknown,no
59,management,single,unknown,yes,-2924,yes,no,unknown,6,may,333,1,0,0,unknown,no
27,admin.,married,secondary,no,-612,yes,no,unknown,23,jun,653,2,-1,0,unknown,no
43,management,divorced,tertiary,no,6030,yes,yes,unknown,11,may,333,1,-1,0,unknown,no
34,management,single,secondary,no,2766,yes,no,unknown,9,jun,-343,1,0,0,unknown,yes
65,management,divorced,secondary,no,-5270,yes,no,unknown,18,jun,2283,1,0,0,unknown,no
15,technician,divorced,secondary,no,2766,yes,no,unknown,6,may,-27,1,-1,0,unknown,no
51,management,married,tertiary,no,-1820,yes,no,unknown,23,may,-51,2,0,0,unknown,no
27,retired,married,secondary,no,-3238,no,no,unknown,23,may,315,0,-1,0,unknown,no
59,management,single,secondary,no,-5270,yes,no,unknown,23,jun,-67,2,-1,0,unknown,no
65,entrepreneur,single,secondary,no,852,yes,no,unknown,9,may,1244,7,0,0,unknown,no
36,management,married,primary,no,9420,yes,yes,unknown,30,may,2283,0,0,0,unknown,no
14,blue-collar,married,unknown,no,-1801,yes,no,unknown,25,may,-12,1,-1,0,unknown,no
27,blue-collar,married,secondary,no,-1820,yes,no,unknown,23,jun,848,0,-1,0,unknown,no
51,management,married,primary,yes,-3238,no,no,unknown,23,jun,-53,1,0,0,unknown,no
27,management,married,secondary,no,-2985,yes,no,unknown,1,jun,653,2,-1,0,unknown,no
59,technician,single,primary,no,2766,yes,no,unknown,-1,may,190,7,-1,0,unknown,no
27,services,single,secondary,no,6054,yes,no,unknown,30,may,722,1,0,0,unknown,no
65,management,divorced,secondary,no,-2942,yes,no,unknown,23,may,333,7,-1,0,unknown,no
14,blue-collar,married,secondary,yes,-1820,no,no,unknown,6,may,-36,3,0,0,unknown,yes
36,blue-collar,married,secondary,no,852,yes,no,unknown,23,may,205,2,0,0,unknown,no
51,services,divorced,primary,no,-1820,yes,no,unknown,9,may,467,1,-1,0,unknown,no
30,management,single,secondary,no,-2942,no,no,unknown,16,jun,-246,1,-1,0,unknown,no
21,blue-collar,single,secondary,no,3382,yes,no,unknown,25,jun,205,0,-1,0,unknown,no
21,unknown,single,secondary,yes,9423,yes,no,unknown,1,may,462,1,0,0,unknown,no
34,management,single,unknown,no,-611,yes,no,unknown,9,jun,-343,0,0,0,unknown,no
43,management,married,primary,no,-1233,yes,no,unknown,33,may,1244,1,0,0,unknown,no
65,services,single,secondary,no,-612,yes,no,unknown,30,jun,333,1,0,0,unknown,no
47,management,married,secondary,yes,-1820,no,no,unknown,20,may,205,3,-1,0,unknown,no
51,management,married,secondary,no,-5270,yes,no,unknown,6,may,848,3,-1,0,unknown,no
27,technician,divorced,secondary,no,852,yes,no,unknown,6,may,-52,2,-1,0,unknown,no
40,management,single,secondary,no,-8155,yes,no,unknown,16,may,-40,0,0,0,unknown,no
34,blue-collar,married,secondary,no,-1820,yes,no,unknown,16,may,848,2,-1,0,unknown,no
47,services,married,tertiary,no,2766,yes,no,unknown,23,may,205,4,0,0,unknown,no
51,management,single,secondary,no,22224,yes,no,unknown,22,may,-36,0,-1,0,unknown,no
21,management,divorced,secondary,no,9423,yes,no,unknown,23,jun,-49,1,-1,0,unknown,no
15,admin.,married,tertiary,no,-3238,yes,no,unknown,16,jun,462,3,-1,0,unknown,no
51,unknown,married,secondary,no,2766,yes,no,unknown,23,jun,-36,0,0,0,unknown,no
51,management,married,tertiary,yes,16676,yes,no,unknown,20,jun,333,1,-1,0,unknown,no
40,blue-collar,married,primary,no,9423,yes,yes,unknown,30,may,-36,1,0,0,unknown,no
25,management,single,tertiary,no,16582,yes,no,unknown,20,may,-343,24,-1,0,unknown,no
34,management,single,secondary,yes,2766,yes,no,unknown,23,may,333,0,-1,0,unknown,no
65,management,married,secondary,no,22224,no,no,unknown,9,may,-814,0,0,0,unknown,no
31,admin.,single,secondary,no,-5270,yes,no,unknown,33,jun,-40,-1,-1,0,unknown,no
27,management,divorced,secondary,no,6030,yes,no,unknown,20,may,1630,2,-1,0,unknown,no
65,blue-collar,single,tertiary,no,6054,yes,no,unknown,4,may,-36,-1,0,0,unknown,no
47,management,single,secondary,no,6030,yes,no,unknown,22,may,333,1,-1,0,unknown,no
31,admin.,married,secondary,no,-1820,yes,no,unknown,23,may,-40,1,-1,0,unknown,no
51,management,divorced,secondary,no,9423,no,no,unknown,30,may,-814,1,0,0,unknown,no
27,student,single,secondary,no,-3238,yes,yes,unknown,25,jun,2283,0,-1,0,unknown,no
43,management,married,secondary,no,-2942,yes,no,unknown,33,may,-53,2,0,0,unknown,no
43,management,married,tertiary,no,-3238,yes,no,unknown,33,jun,-53,0,-1,0,unknown,no
59,management,married,secondary,yes,9423,no,no,unknown,16,may,-53,1,0,0,unknown,no
27,management,married,secondary,no,2766,yes,no,unknown,-1,may,-36,0,0,0,unknown,no
34,housemaid,single,primary,no,-2942,yes,no,unknown,25,jun,1630,0,0,0,unknown,no
15,technician,married,primary,no,2766,yes,no,unknown,30,may,1217,0,-1,0,unknown,no
15,services,single,tertiary,no,9423,yes,no,unknown,16,jun,-53,1,-1,0,unknown,no
47,management,married,secondary,yes,-2985,yes,no,unknown,16,jun,333,1,-1,0,unknown,no
31,management,single,secondary,no,-5270,yes,no,unknown,16,may,326,24,0,0,unknown,no
34,unknown,divorced,secondary,no,6030,yes,no,unknown,9,jun,-343,0,-1,0,unknown,yes
27,management,single,secondary,no,-1820,yes,no,unknown,6,may,2283,1,0,0,unknown,no
65,management,married,secondary,no,16582,no,no,unknown,16,jun,-343,13,0,0,unknown,no
47,unknown,single,tertiary,no,6054,no,yes,unknown,22,may,1630,0,0,0,unknown,no
27,blue-collar,married,secondary,no,9423,yes,no,unknown,6,may,-814,3,0,0,unknown,no
25,retired,single,secondary,no,6054,yes,yes,unknown,16,may,-40,3,0,0,unknown,no
48,unknown,married,secondary,no,2766,yes,no,unknown,16,jun,-246,1,0,0,unknown,no
15,admin.,married,primary,yes,2764,yes,no,unknown,33,jun,-343,1,0,0,unknown,no
36,management,married,secondary,no,-3238,yes,no,unknown,16,jun,1630,1,0,0,unknown,no
29,services,married,secondary,yes,6052,yes,no,unknown,6,may,848,2,0,0,unknown,no
36,management,married,secondary,yes,2311,yes,no,unknown,24,may,848,2,-1,0,unknown,no
36,management,married,secondary,no,-1820,yes,no,unknown,23,jun,-40,1,-1,0,unknown,no
55,admin.,divorced,tertiary,no,4803,yes,no,unknown,6,jun,-222,3,0,0,unknown,no
29,management,married,primary,no,-2942,yes,no,unknown,23,may,333,4,-1,0,unknown,no
43,admin.,single,tertiary,yes,-611,yes,no,unknown,23,jun,332,1,-1,0,unknown,no
27,services,divorced,secondary,no,6054,yes,no,unknown,9,may,-145,1,0,0,unknown,no
34,blue-collar,married,secondary,no,2766,yes,no,unknown,9,jun,205,1,-1,0,unknown,no
15,admin.,single,secondary,no,6054,yes,no,unknown,22,may,-67,-1,-1,0,unknown,no
66,blue-collar,married,tertiary,no,2766,yes,no,unknown,9,may,-53,0,-1,0,unknown,no
25,blue-collar,single,secondary,yes,22224,no,no,unknown,20,jun,-40,3,-1,0,unknown,no
55,services,divorced,primary,no,9423,yes,yes,unknown,23,jun,-48,1,-1,0,unknown,no
47,services,married,secondary,no,-612,yes,no,unknown,23,jun,-16,2,0,0,unknown,no
55,management,married,secondary,no,2765,no,yes,unknown,11,may,333,0,0,0,unknown,no
43,services,married,primary,no,-612,yes,no,unknown,16,may,333,2,-1,0,unknown,no
51,admin.,divorced,secondary,no,-1820,no,no,unknown,6,may,653,1,0,0,unknown,no
36,blue-collar,single,secondary,yes,2766,yes,yes,unknown,20,jun,-246,-8,-1,0,unknown,no
43,blue-collar,divorced,secondary,no,1884,yes,yes,unknown,16,may,1244,2,0,0,unknown,no
40,management,divorced,tertiary,no,-5270,yes,no,unknown,30,jun,-53,2,-1,0,unknown,no
36,management,married,secondary,yes,6054,yes,no,unknown,16,jun,-13,0,0,0,unknown,no
29,technician,single,secondary,no,2766,no,no,unknown,22,may,182,24,-1,0,unknown,no
33,student,married,primary,no,-2942,yes,no,unknown,30,may,-27,0,0,0,unknown,no
25,management,married,secondary,no,-1820,yes,no,unknown,23,may,-60,7,0,0,unknown,no
65,management,single,secondary,no,2766,yes,no,unknown,11,may,333,1,-1,0,unknown,no
15,services,divorced,primary,no,2766,yes,no,unknown,11,jun,-27,0,-1,0,unknown,no
47,management,single,secondary,no,2766,no,no,unknown,16,may,-27,13,0,0,unknown,no
15,unknown,divorced,secondary,no,2766,no,no,unknown,23,may,-27,0,-1,0,unknown,no
66,housemaid,married,secondary,no,6030,yes,no,unknown,1,may,846,2,0,0,unknown,no
29,retired,married,primary,no,-1820,yes,no,unknown,23,may,-40,1,0,0,unknown,no
27,technician,single,secondary,no,-612,yes,no,unknown,23,jun,2283,3,0,0,unknown,no
15,management,single,secondary,no,2756,yes,no,unknown,1,may,-40,1,-1,0,unknown,no
27,retired,single,secondary,no,2766,yes,no,unknown,9,may,2283,3,-1,0,unknown,no
47,blue-collar,single,primary,no,-1820,yes,no,unknown,6,may,-36,1,-1,0,unknown,yes
29,management,single,primary,no,-5270,yes,no,unknown,23,may,333,1,0,0,unknown,no
25,blue-collar,single,secondary,no,6030,yes,yes,unknown,23,may,848,1,0,0,unknown,no
47,technician,divorced,secondary,no,2766,no,no,unknown,6,may,-814,1,-1,0,unknown,no
34,management,married,tertiary,yes,9423,yes,no,unknown,23,may,-40,3,-1,0,unknown,no
47,blue-collar,married,tertiary,no,6050,yes,yes,unknown,22,jun,-67,0,-1,0,unknown,no
31,retired,married,secondary,yes,-612,yes,no,unknown,23,jun,-27,2,-1,0,unknown,no
40,technician,married,primary,yes,817,yes,no,unknown,23,may,205,2,-1,0,unknown,no
66,technician,divorced,unknown,yes,-1820,yes,no,unknown,11,may,354,7,0,0,unknown,no
15,housemaid,divorced,unknown,no,6054,yes,no,unknown,11,may,-27,1,0,0,unknown,no
25,technician,single,secondary,no,-3238,yes,no,unknown,16,may,205,1,0,0,unknown,no
31,unemployed,married,primary,no,6054,no,no,unknown,18,may,653,4,0,0,unknown,no
27,unknown,single,primary,no,852,yes,yes,unknown,23,may,848,1,0,0,unknown,no
65,blue-collar,divorced,secondary,no,43544,yes,no,unknown,6,may,333,-1,0,0,unknown,no
29,admin.,single,secondary,no,-608,yes,yes,unknown,6,jun,-53,1,-1,0,unknown,no
36,management,married,secondary,no,-2985,yes,no,unknown,11,may,653,0,0,0,unknown,no
43,blue-collar,married,secondary,no,-612,yes,no,unknown,18,may,2283,3,0,0,unknown,no
47,housemaid,married,secondary,no,16581,yes,no,unknown,6,jun,-343,2,0,0,unknown,no
21,technician,single,secondary,no,-3238,no,no,unknown,16,may,848,7,0,0,unknown,no
54,management,single,tertiary,no,7419,yes,no,unknown,20,jun,-40,0,-1,0,unknown,no
27,housemaid,married,primary,no,-1820,yes,no,unknown,20,jun,-246,2,0,0,unknown,no
51,management,married,secondary,no,8740,yes,yes,unknown,11,jun,-53,3,0,0,unknown,no
29,services,divorced,secondary,no,-3238,yes,yes,unknown,9,may,2283,2,-1,0,unknown,no
34,management,single,secondary,no,-1820,yes,no,unknown,6,jun,-53,2,-1,0,unknown,no
21,services,divorced,primary,yes,2766,yes,no,unknown,25,may,372,2,0,0,unknown,no
51,blue-collar,married,secondary,no,-13925,yes,no,unknown,16,may,-813,1,-1,0,unknown,no
15,management,single,secondary,no,-1820,yes,no,unknown,9,may,848,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,2766,yes,no,unknown,6,may,-90,1,0,0,unknown,no
36,unknown,single,primary,yes,-612,yes,yes,unknown,-1,may,-67,3,0,0,unknown,no
47,blue-collar,married,tertiary,yes,-1820,yes,no,unknown,17,jun,1244,13,-1,0,unknown,no
27,management,divorced,secondary,no,6054,yes,yes,unknown,16,may,-36,1,-1,0,unknown,no
47,technician,single,unknown,yes,-2942,yes,no,unknown,23,jun,333,3,-1,0,unknown,no
15,housemaid,married,secondary,no,-1762,yes,no,unknown,9,may,-343,2,-1,0,unknown,no
29,management,divorced,unknown,no,-2942,yes,no,unknown,22,may,333,2,-1,0,unknown,no
43,unknown,divorced,secondary,no,6030,yes,no,unknown,25,may,3387,1,0,0,unknown,no
34,blue-collar,married,secondary,no,6054,yes,no,unknown,9,may,848,2,0,0,unknown,no
21,technician,single,secondary,no,2766,yes,no,unknown,20,may,333,3,0,0,unknown,no
47,management,single,primary,no,9423,no,no,unknown,23,may,848,1,0,0,unknown,no
36,unknown,single,tertiary,no,6030,yes,no,unknown,9,may,3387,2,0,0,unknown,no
43,blue-collar,married,tertiary,no,852,yes,no,unknown,9,jun,-67,3,0,0,unknown,no
36,management,married,secondary,no,852,yes,no,unknown,23,jun,3336,2,-1,0,unknown,no
21,services,married,tertiary,yes,-2942,yes,no,unknown,30,may,-67,7,-1,0,unknown,no
43,unknown,single,secondary,no,-13925,yes,no,unknown,6,may,-67,1,0,0,unknown,no
65,management,married,primary,no,16582,yes,yes,unknown,11,may,848,13,0,0,unknown,no
21,management,married,secondary,yes,-1817,yes,no,unknown,-1,may,462,2,0,0,unknown,no
27,housemaid,single,secondary,no,2766,no,yes,unknown,30,jun,-92,24,-1,0,unknown,no
25,housemaid,married,secondary,no,806,yes,no,unknown,16,may,1630,0,-1,0,unknown,no
40,retired,married,secondary,no,6054,yes,yes,unknown,6,may,-814,7,-1,0,unknown,no
27,technician,divorced,secondary,yes,2506,yes,no,unknown,7,may,-52,3,-1,0,unknown,no
34,admin.,married,secondary,no,403,yes,no,unknown,9,jun,-36,0,-1,0,unknown,no
36,management,single,secondary,yes,-2985,no,yes,unknown,23,may,-246,1,-1,0,unknown,no
36,management,single,secondary,no,-2985,no,no,unknown,6,may,653,0,-1,0,unknown,no
51,blue-collar,married,secondary,no,2766,yes,no,unknown,1,jun,1244,24,0,0,unknown,no
66,retired,single,secondary,no,-5270,yes,no,unknown,16,jun,-40,-1,0,0,unknown,no
34,management,married,primary,no,-612,yes,no,unknown,6,jun,-343,1,-1,0,unknown,no
15,retired,married,secondary,no,6030,yes,no,unknown,9,may,848,1,0,0,unknown,no
27,management,single,tertiary,no,-3238,yes,no,unknown,1,jun,-67,7,0,0,unknown,no
25,management,married,secondary,no,-3238,yes,no,unknown,9,jun,-40,7,-1,0,unknown,yes
43,management,married,unknown,yes,2041,yes,no,unknown,16,jun,1630,1,-1,0,unknown,no
55,management,divorced,primary,no,-8155,no,no,unknown,11,may,333,1,0,0,unknown,no
40,blue-collar,married,tertiary,no,-1819,yes,no,unknown,23,jun,462,0,0,0,unknown,no
25,management,married,secondary,no,-2711,yes,no,unknown,16,may,848,1,0,0,unknown,no
27,blue-collar,single,secondary,no,6054,yes,no,unknown,23,may,462,1,0,0,unknown,yes
65,blue-collar,married,secondary,no,852,yes,yes,unknown,23,may,848,1,0,0,unknown,no
15,management,single,secondary,no,4007,yes,no,unknown,18,may,2282,13,0,0,unknown,no
15,admin.,married,primary,no,852,yes,no,unknown,18,jun,-53,1,0,0,unknown,no
65,management,married,primary,no,-2942,yes,no,unknown,23,may,848,1,0,0,unknown,no
65,student,single,secondary,no,6054,no,no,unknown,12,may,-40,7,-1,0,unknown,no
51,management,married,secondary,no,2766,yes,no,unknown,16,may,-22,19,-1,0,unknown,no
51,services,divorced,secondary,no,-1820,yes,no,unknown,1,jun,-27,0,0,0,unknown,no
43,housemaid,single,primary,no,-1531,yes,no,unknown,9,may,-40,3,-1,0,unknown,no
43,management,married,tertiary,no,9423,yes,no,unknown,1,may,-65,1,0,0,unknown,no
29,technician,divorced,primary,no,6030,yes,no,unknown,23,may,333,3,-1,0,unknown,no
27,services,single,secondary,no,-612,yes,no,unknown,6,may,-36,0,-1,0,unknown,no
65,services,married,secondary,no,2766,yes,no,unknown,6,jun,3387,0,0,0,unknown,yes
47,blue-collar,married,secondary,no,-2985,yes,no,unknown,23,jun,-224,1,0,0,unknown,no
34,housemaid,single,secondary,no,-1820,yes,yes,unknown,6,may,-814,24,-1,0,unknown,no
47,admin.,married,secondary,no,-3218,yes,no,unknown,23,may,462,0,-1,0,unknown,no
43,management,divorced,primary,no,1938,yes,no,unknown,30,may,333,0,0,0,unknown,no
34,services,divorced,primary,no,21903,yes,no,unknown,11,may,333,3,-1,0,unknown,no
21,self-employed,married,primary,no,852,yes,no,unknown,6,jun,848,1,0,0,unknown,no
58,management,married,secondary,no,-1820,yes,yes,unknown,9,may,205,2,0,0,unknown,no
21,entrepreneur,married,secondary,no,2766,yes,no,unknown,9,may,-343,1,0,0,unknown,no
51,blue-collar,married,secondary,no,852,yes,no,unknown,22,jun,462,2,0,0,unknown,no
43,entrepreneur,married,secondary,no,9241,yes,no,unknown,1,may,205,0,0,0,unknown,no
36,blue-collar,single,secondary,yes,-3233,yes,yes,unknown,6,jun,-53,3,-1,0,unknown,no
47,management,single,secondary,yes,-1327,no,no,unknown,-1,may,11,0,-1,0,unknown,no
27,housemaid,single,secondary,yes,2766,no,no,unknown,16,may,-67,0,0,0,unknown,no
47,blue-collar,single,unknown,yes,-612,yes,no,unknown,23,jun,-53,2,0,0,unknown,no
29,management,single,secondary,no,9423,yes,no,unknown,18,may,462,1,-1,0,unknown,no
14,blue-collar,single,secondary,yes,22224,no,yes,unknown,1,jun,-246,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,-2985,yes,no,unknown,33,jun,-814,1,-1,0,unknown,no
65,management,divorced,primary,no,9423,yes,yes,unknown,9,may,1244,0,-1,0,unknown,no
59,entrepreneur,divorced,tertiary,yes,2764,yes,yes,unknown,9,may,1244,2,-1,0,unknown,no
36,management,single,secondary,no,2766,yes,no,unknown,16,may,-40,-8,0,0,unknown,no
65,management,divorced,primary,no,-617,yes,no,unknown,11,may,848,1,0,0,unknown,no
51,management,divorced,secondary,yes,2766,yes,no,unknown,11,jun,227,1,-1,0,unknown,no
51,technician,divorced,tertiary,no,6030,yes,no,unknown,1,jun,-67,1,-1,0,unknown,no
51,admin.,single,secondary,no,6030,yes,no,unknown,11,jun,-246,1,0,0,unknown,no
36,management,single,secondary,no,6030,yes,no,unknown,18,may,653,0,-1,0,unknown,no
15,management,single,secondary,no,6030,yes,no,unknown,33,may,653,1,-1,0,unknown,no
27,management,married,secondary,no,-1820,yes,no,unknown,1,jun,-27,1,-1,0,unknown,no
51,management,single,secondary,no,-2985,yes,no,unknown,1,may,425,1,0,0,unknown,no
43,services,single,tertiary,yes,-1820,yes,no,unknown,16,may,-814,-1,-1,0,unknown,no
36,management,married,secondary,no,-2942,yes,no,unknown,9,may,-67,0,-1,0,unknown,no
40,blue-collar,divorced,tertiary,yes,2747,yes,no,unknown,6,may,184,2,0,0,unknown,no
15,management,divorced,secondary,no,6030,yes,no,unknown,9,may,2283,2,0,0,unknown,no
36,management,divorced,secondary,no,-5270,yes,no,unknown,16,jun,-40,7,-1,0,unknown,no
21,management,divorced,secondary,no,6054,yes,no,unknown,33,jun,-40,0,0,0,unknown,no
65,blue-collar,married,primary,no,9423,yes,no,unknown,22,may,-36,1,-1,0,unknown,no
27,unknown,single,tertiary,no,-13925,yes,yes,unknown,18,may,-36,0,0,0,unknown,no
65,blue-collar,single,secondary,no,9423,yes,no,unknown,12,jun,455,0,-1,0,unknown,no
15,admin.,single,secondary,no,-7008,yes,no,unknown,6,jun,-53,1,-1,0,unknown,no
65,admin.,married,secondary,no,6054,yes,no,unknown,1,may,1630,0,0,0,unknown,no
65,services,married,secondary,no,6030,yes,no,unknown,9,jun,-27,1,0,0,unknown,no
14,admin.,divorced,secondary,yes,43539,no,no,unknown,16,may,-36,2,-1,0,unknown,no
66,admin.,single,secondary,no,852,yes,no,unknown,-1,jun,-36,1,-1,0,unknown,no
21,management,married,primary,no,-2985,yes,no,unknown,18,jun,848,13,-1,0,unknown,no
40,blue-collar,single,secondary,no,6030,no,no,unknown,9,may,84,1,0,0,unknown,no
38,services,divorced,secondary,no,-3238,no,no,unknown,1,may,653,0,0,0,unknown,no
43,blue-collar,married,secondary,no,-1820,yes,no,unknown,33,jun,-40,-1,-1,0,unknown,no
47,management,married,secondary,no,-3238,yes,no,unknown,16,may,1630,1,0,0,unknown,no
65,management,single,secondary,yes,852,yes,no,unknown,6,may,3234,2,-1,0,unknown,no
21,self-employed,married,secondary,no,5900,no,no,unknown,23,jun,205,1,0,0,unknown,no
51,blue-collar,married,secondary,no,6030,yes,no,unknown,30,jun,3387,1,0,0,unknown,no
31,technician,divorced,secondary,yes,-612,yes,no,unknown,16,jun,-67,1,-1,0,unknown,no
59,housemaid,divorced,secondary,no,6054,yes,no,unknown,12,may,848,1,0,0,unknown,no
59,management,divorced,secondary,no,-1820,no,no,unknown,1,may,-246,0,-1,0,unknown,no
47,management,married,secondary,no,-2985,yes,no,unknown,23,jun,1244,1,0,0,unknown,no
47,admin.,divorced,secondary,no,-3238,yes,no,unknown,16,may,-53,1,0,0,unknown,no
47,admin.,divorced,secondary,no,-2942,yes,no,unknown,9,may,304,1,-1,0,unknown,no
65,blue-collar,single,secondary,no,16582,yes,no,unknown,25,may,-40,1,0,0,unknown,no
47,student,single,tertiary,no,-1820,yes,no,unknown,23,may,-92,2,-1,0,unknown,no
36,management,single,secondary,no,-1820,yes,no,unknown,1,may,333,0,-1,0,unknown,no
40,blue-collar,divorced,secondary,yes,-1820,yes,no,unknown,16,may,653,1,0,0,unknown,no
51,management,single,primary,no,12872,yes,no,unknown,11,jun,-27,-1,-1,0,unknown,no
65,management,married,secondary,no,9423,no,no,unknown,23,jun,333,-8,0,0,unknown,no
47,management,divorced,secondary,no,-1820,yes,no,unknown,9,may,848,7,0,0,unknown,no
51,management,single,secondary,no,-3238,yes,yes,unknown,9,may,333,3,-1,0,unknown,no
21,admin.,married,secondary,no,6054,yes,no,unknown,6,may,328,0,0,0,unknown,no
25,management,divorced,primary,no,852,no,no,unknown,16,may,-54,4,-1,0,unknown,no
25,technician,single,primary,yes,-2985,yes,no,unknown,23,may,3387,1,0,0,unknown,yes
27,management,single,secondary,no,-1820,yes,no,unknown,15,may,-40,0,0,0,unknown,no
51,blue-collar,married,secondary,no,16582,yes,no,unknown,11,may,1240,1,0,0,unknown,no
51,technician,married,secondary,no,6030,yes,no,unknown,20,jun,-92,7,-1,0,unknown,no
15,housemaid,divorced,secondary,no,6054,yes,yes,unknown,30,may,462,3,0,0,unknown,no
43,management,single,secondary,no,-5270,no,no,unknown,12,jun,-27,1,-1,0,unknown,yes
51,blue-collar,married,secondary,no,-2985,yes,yes,unknown,20,may,205,1,-1,0,unknown,no
27,retired,married,secondary,no,970,yes,yes,unknown,6,may,205,1,0,0,unknown,no
34,management,married,secondary,no,-612,yes,yes,unknown,16,jun,651,1,0,0,unknown,no
47,admin.,single,tertiary,no,6030,yes,no,unknown,9,jun,-246,13,-1,0,unknown,no
43,services,married,primary,no,6030,yes,no,unknown,11,may,-53,0,-1,0,unknown,no
51,management,single,secondary,yes,852,yes,no,unknown,20,may,-67,0,0,0,unknown,no
27,blue-collar,married,secondary,no,9423,yes,no,unknown,12,may,1244,1,-1,0,unknown,no
66,entrepreneur,married,secondary,no,-3238,yes,yes,unknown,1,jun,-27,1,0,0,unknown,no
15,management,married,primary,no,16582,yes,no,unknown,16,may,-343,1,-1,0,unknown,no
27,retired,single,secondary,no,6054,yes,no,unknown,11,may,653,1,0,0,unknown,no
36,services,divorced,secondary,no,2753,yes,yes,unknown,6,may,-343,-1,-1,0,unknown,no
66,blue-collar,single,primary,yes,-612,yes,no,unknown,23,jun,333,0,0,0,unknown,no
21,blue-collar,divorced,tertiary,no,9423,yes,no,unknown,9,may,3387,2,0,0,unknown,no
36,services,married,secondary,no,852,yes,no,unknown,9,may,3387,3,-1,0,unknown,no
65,admin.,single,secondary,no,9423,yes,no,unknown,23,may,1242,2,-1,0,unknown,no
34,services,married,secondary,no,6030,no,no,unknown,9,jun,2283,0,-1,0,unknown,no
43,management,divorced,secondary,no,-2985,yes,no,unknown,16,may,-36,-1,0,0,unknown,no
27,technician,married,primary,no,-8155,yes,no,unknown,11,may,205,4,0,0,unknown,no
27,admin.,single,primary,no,6054,no,no,unknown,23,may,1630,-1,0,0,unknown,no
43,blue-collar,divorced,secondary,no,2766,no,yes,unknown,18,may,848,3,0,0,unknown,no
27,technician,divorced,primary,no,-1820,yes,no,unknown,23,may,333,3,0,0,unknown,no
36,services,single,secondary,no,5973,yes,no,unknown,30,may,333,3,0,0,unknown,no
51,management,married,secondary,no,-2942,no,yes,unknown,6,jun,-67,0,-1,0,unknown,no
25,housemaid,divorced,primary,no,6030,yes,no,unknown,9,may,-53,1,-1,0,unknown,no
21,housemaid,single,primary,no,-612,yes,no,unknown,16,jun,-27,2,-1,0,unknown,no
43,management,married,secondary,no,-612,no,no,unknown,23,jun,462,0,0,0,unknown,no
55,management,single,secondary,no,6054,yes,no,unknown,-1,jun,-36,0,-1,0,unknown,no
31,admin.,married,primary,no,852,yes,yes,unknown,11,jun,205,0,0,0,unknown,yes
21,admin.,married,secondary,no,6030,no,no,unknown,1,may,1630,2,0,0,unknown,no
58,housemaid,divorced,secondary,no,2766,yes,yes,unknown,1,jun,36,1,-1,0,unknown,no
43,management,divorced,primary,no,9423,yes,no,unknown,6,jun,1244,-1,0,0,unknown,no
51,services,married,primary,no,852,yes,no,unknown,11,jun,-67,1,0,0,unknown,no
43,management,single,secondary,no,-1346,yes,yes,unknown,9,jun,205,2,-1,0,unknown,no
27,management,married,secondary,no,6030,yes,no,unknown,17,may,333,2,-1,0,unknown,no
21,admin.,single,secondary,no,6030,yes,no,unknown,25,jun,-40,1,0,0,unknown,no
15,management,married,secondary,no,16582,yes,no,unknown,6,jun,-343,24,0,0,unknown,no
47,admin.,divorced,secondary,no,-2985,yes,no,unknown,9,may,1244,0,-1,0,unknown,no
48,admin.,married,secondary,no,2766,yes,no,unknown,12,jun,-36,0,-1,0,unknown,no
65,entrepreneur,married,secondary,no,9423,no,no,unknown,24,jun,2283,0,0,0,unknown,no
65,blue-collar,married,secondary,no,9423,yes,no,unknown,16,may,333,1,-1,0,unknown,no
27,technician,divorced,secondary,no,-612,yes,no,unknown,23,may,-40,0,-1,0,unknown,no
47,entrepreneur,married,secondary,yes,852,no,no,unknown,20,jun,3325,13,0,0,unknown,no
21,admin.,married,secondary,no,-4988,yes,no,unknown,16,jun,848,1,0,0,unknown,no
47,management,divorced,secondary,no,-3238,yes,no,unknown,23,jun,-246,1,-1,0,unknown,no
43,management,married,secondary,no,6054,yes,no,unknown,9,jun,-67,3,-1,0,unknown,no
27,unknown,married,unknown,no,-1820,yes,no,unknown,16,jun,-67,0,0,0,unknown,no
47,management,married,unknown,no,-1820,yes,no,unknown,16,may,205,0,0,0,unknown,no
65,management,married,secondary,no,-2942,yes,no,unknown,9,may,-246,2,-1,0,unknown,no
51,retired,married,secondary,no,2757,yes,no,unknown,-1,jun,67,1,-1,0,unknown,no
21,management,married,secondary,no,-2942,yes,yes,unknown,6,jun,848,0,0,0,unknown,no
43,blue-collar,single,secondary,no,2766,yes,no,unknown,1,may,205,1,0,0,unknown,no
25,management,single,secondary,no,-612,yes,no,unknown,6,may,-27,1,0,0,unknown,yes
